,id,original_language,original_title,popularity,release_date,vote_average,vote_count,genre
5092,618355,en,Superman: Red Son,19.261,2020-02-24,7.3,605,"['Science Fiction', 'Animation', 'Action']"
5093,614205,en,Dark Light,15.183,2019-08-25,6.2,81,"['Horror', 'Science Fiction', 'Thriller']"
5094,545143,ja,響 -HIBIKI-,14.385,2018-09-14,6.9,13,"['Action', 'Comedy']"
5095,919,ja,Blood: The Last Vampire,14.731,2000-11-18,6.8,219,"['Animation', 'Fantasy', 'Horror']"
5096,11418,en,National Lampoon's European Vacation,13.43,1985-07-25,6.2,603,"['Adventure', 'Comedy', 'Romance']"
5097,20941,es,Voces inocentes,20.681,2005-01-28,8.1,291,"['Drama', 'War']"
5098,370567,en,Sherlock Gnomes,15.441,2018-03-15,5.6,556,"['Animation', 'Family', 'Fantasy', 'Comedy', 'Adventure', 'Mystery']"
5099,9457,en,Deep Rising,18.929,1998-01-30,6.1,459,"['Adventure', 'Action', 'Horror', 'Science Fiction']"
5100,586347,en,The Hard Way,23.095,2019-03-05,5.4,95,['Action']
5101,14543,en,The Matrix Revisited,15.978,2001-11-19,6.9,146,['Documentary']
5102,2447,en,The Nativity Story,15.979,2006-11-30,6.9,153,"['Drama', 'History']"
5103,6312,fr,Le Pacte des loups,12.227,2001-01-31,6.7,1093,"['Adventure', 'Horror', 'Action', 'History']"
5104,641370,en,Invasion: Planet Earth,14.242,2019-12-05,5.3,58,"['Action', 'Adventure', 'Science Fiction']"
5105,10431,en,War,13.478,2007-08-24,6.3,1201,"['Action', 'Thriller']"
5106,279,en,Amadeus,15.676,1984-09-19,8.0,3131,"['Music', 'Drama', 'History']"
5107,475220,en,In Fabric,18.343,2018-12-06,5.7,167,"['Horror', 'Fantasy', 'Comedy']"
5108,313074,en,Sword of Vengeance,13.592,2015-06-07,4.8,62,['History']
5109,79698,en,The Lovers,16.751,2015-02-13,4.7,59,"['Action', 'Adventure', 'Science Fiction', 'Romance']"
5110,579741,ja,サイダーのように言葉が湧き上がる,10.666,2020-11-03,7.5,88,"['Animation', 'Romance', 'Music', 'Drama']"
5111,531876,en,The Outpost,17.249,2019-11-02,6.9,649,"['War', 'Drama', 'History', 'Action']"
5112,526051,en,Look Away,15.239,2018-10-12,6.6,580,"['Horror', 'Thriller', 'Fantasy']"
5113,203834,en,Jessabelle,15.228,2014-11-07,5.4,610,"['Thriller', 'Horror']"
5114,11072,en,Blazing Saddles,12.221,1974-02-07,7.3,1336,"['Western', 'Comedy']"
5115,9463,ja,バンパイアハンターD,16.47,1985-12-21,6.6,296,"['Animation', 'Fantasy', 'Horror']"
5116,416144,en,Hotel Mumbai,18.738,2019-03-14,7.6,1066,"['Thriller', 'History', 'Drama', 'Action']"
5117,645861,en,South of Heaven,10.308,2021-10-08,5.7,9,"['Crime', 'Thriller', 'Drama']"
5118,204,fr,Le Salaire de la peur,10.221,1953-04-22,8.1,572,"['Drama', 'Thriller', 'Adventure']"
5119,12118,en,Police Academy 3: Back in Training,13.169,1986-03-20,5.8,876,"['Comedy', 'Crime']"
5120,12144,en,The Land Before Time,13.919,1988-11-18,7.1,2020,"['Family', 'Animation', 'Adventure']"
5121,11636,cn,新警察故事,15.971,2004-09-23,7.1,492,"['Action', 'Thriller', 'Crime', 'Drama']"
5122,2898,en,As Good as It Gets,14.92,1997-12-19,7.4,2808,"['Comedy', 'Romance']"
5123,13313,en,Beauty and the Beast: The Enchanted Christmas,16.12,1997-11-11,6.2,781,"['Animation', 'Family', 'Fantasy']"
5124,337960,en,Holding the Man,13.225,2015-08-27,7.8,378,['Drama']
5125,59302,en,C.S. Lewis: Beyond Narnia,16.09,2005-12-09,7.5,4,"['Documentary', 'Drama']"
5126,658760,de,Isi & Ossi,13.947,2020-02-14,7.0,714,"['Romance', 'Comedy']"
5127,369698,ru,Викинг,16.226,2016-12-29,5.0,116,"['History', 'Action', 'Drama']"
5128,257909,es,"Pablo Escobar, ángel o demonio",17.639,2008-02-01,6.6,14,['Documentary']
5129,422,it,8½,10.218,1963-02-14,8.3,1620,"['Fantasy', 'Drama']"
5130,2057,en,Original Sin,12.167,2001-05-08,6.0,617,['Thriller']
5131,46332,fr,Des hommes et des dieux,14.968,2010-05-18,6.7,263,"['Drama', 'History']"
5132,525,en,The Blues Brothers,14.864,1980-06-16,7.7,3171,"['Music', 'Comedy', 'Action', 'Crime']"
5133,479626,en,Avicii: True Stories,14.226,2017-10-26,8.0,282,"['Music', 'Documentary']"
5134,10998,en,Fatal Attraction,10.914,1987-09-11,6.8,992,"['Drama', 'Thriller']"
5135,656563,pt,Ricos de Amor,17.396,2020-04-30,7.8,501,"['Comedy', 'Romance']"
5136,401743,en,The Most Hated Woman in America,14.721,2017-03-24,6.1,172,"['Crime', 'Drama']"
5137,510298,en,Seberg,14.487,2019-12-13,6.0,142,"['Thriller', 'Drama']"
5138,46738,fr,Incendies,16.164,2010-09-04,8.1,1726,"['Drama', 'War', 'Mystery']"
5139,9559,en,A Perfect World,11.911,1993-11-24,7.5,1158,"['Crime', 'Drama', 'Thriller']"
5140,300822,en,Remaking the Legend: Halo 2 Anniversary,11.026,2014-11-03,7.5,2,"['Science Fiction', 'Documentary']"
5141,227306,en,Unbroken,17.316,2014-12-25,7.5,3324,"['Drama', 'War']"
5142,429417,en,Ghost Stories,12.471,2018-01-20,6.5,913,"['Horror', 'Drama']"
5143,259910,en,Marvel Studios: Assembling a Universe,14.964,2014-03-18,7.1,120,"['TV Movie', 'Documentary']"
5144,14174,en,Lie with Me,21.161,2005-09-10,5.2,183,['Drama']
5145,351454,es,Neruda,10.967,2016-08-11,6.3,208,['Drama']
5146,602545,it,L'uomo del labirinto,16.484,2019-10-30,6.4,313,"['Thriller', 'Mystery']"
5147,473637,es,Invisible,15.629,2017-03-21,5.7,22,['Drama']
5148,273511,en,Ghost of Goodnight Lane,15.505,2014-06-10,5.3,18,"['Horror', 'Comedy']"
5149,813459,en,Halo Wars,12.111,2009-02-26,7.0,5,"['Action', 'Science Fiction', 'Adventure', 'Animation']"
5150,810731,en,Why Did You Kill Me?,12.977,2021-04-14,6.4,89,"['Documentary', 'Crime']"
5151,437033,es,Toc Toc,14.969,2017-09-01,7.1,925,['Comedy']
5152,365995,en,Inside,12.969,2017-07-28,5.2,162,"['Horror', 'Thriller']"
5153,64639,en,Straw Dogs,14.211,2011-09-16,5.8,383,"['Drama', 'Thriller']"
5154,594290,en,The Husband,11.718,2019-07-17,6.4,8,"['Thriller', 'TV Movie']"
5155,91017,en,The Key to Sex,14.628,1999-11-01,6.3,14,['Comedy']
5156,12090,en,Just Married,12.408,2003-01-09,5.7,1050,"['Comedy', 'Romance']"
5157,330483,en,The Choice,14.665,2016-02-04,7.2,1582,"['Drama', 'Romance']"
5158,15854,en,Kung Fu Panda: Secrets of the Furious Five,12.959,2008-11-08,6.7,299,"['Animation', 'Family', 'Action']"
5159,566076,en,The United States vs. Billie Holiday,16.798,2021-03-31,6.9,134,"['Music', 'Drama', 'History']"
5160,241,en,Natural Born Killers,15.706,1994-08-25,7.1,2551,"['Crime', 'Thriller', 'Drama']"
5161,65851,en,Jackass 3.5,15.958,2011-05-12,6.3,405,"['Comedy', 'Documentary', 'Action']"
5162,11665,en,Get Smart,13.657,2008-06-19,6.2,2765,"['Action', 'Comedy', 'Thriller']"
5163,11355,en,Never Been Kissed,14.106,1999-04-09,6.2,1164,"['Romance', 'Comedy', 'Drama']"
5164,10157,en,Police Academy 2: Their First Assignment,14.905,1985-03-28,6.0,1074,"['Comedy', 'Crime']"
5165,2100,en,The Last Castle,15.456,2001-10-19,7.1,873,"['Action', 'Drama', 'Thriller']"
5166,1648,en,Bill & Ted's Excellent Adventure,14.405,1989-02-17,6.9,1312,"['Adventure', 'Comedy', 'Science Fiction']"
5167,398175,en,Brawl in Cell Block 99,14.665,2017-09-23,7.0,974,"['Action', 'Crime', 'Thriller']"
5168,9423,en,Virus,10.605,1999-01-14,5.3,413,"['Horror', 'Action', 'Science Fiction']"
5169,357397,ja,劇場版 蒼き鋼のアルペジオ ‐アルス・ノヴァ‐ Cadenza,19.171,2015-10-03,7.6,7,"['Action', 'Science Fiction']"
5170,333622,ja,劇場版 境界の彼方 -I'll Be Here- 未来篇,20.169,2015-04-25,7.5,57,"['Animation', 'Action', 'Fantasy', 'Drama', 'Comedy']"
5171,15567,en,Stitch! The Movie,16.704,2003-08-26,6.5,525,"['Comedy', 'Adventure', 'Family', 'Animation']"
5172,31743,ja,ハチ公物語,10.173,1987-08-01,7.6,84,"['Drama', 'Family']"
5173,517815,de,Das Mädchen und die Spinne,22.893,2021-10-20,0.0,0,['Drama']
5174,17618,en,Laid to Rest,12.706,2009-04-02,5.1,111,"['Thriller', 'Horror']"
5175,15004,en,His Name Was Jason: 30 Years of Friday the 13th,13.636,2010-04-20,7.1,56,['Documentary']
5176,357416,ja,映画 ハイ☆スピード！-Free! Starting Days-,13.769,2015-12-05,7.3,27,"['Animation', 'Comedy', 'Drama']"
5177,75623,en,The Howling: Reborn,19.186,2011-10-18,4.8,66,['Horror']
5178,47916,es,Rojo amanecer,9.807,1989-02-10,7.6,66,"['Drama', 'Thriller']"
5179,369560,en,Drunk Parents,13.469,2019-02-08,4.7,187,['Comedy']
5180,13836,en,Race to Witch Mountain,13.704,2009-03-12,5.8,1325,"['Adventure', 'Family', 'Fantasy', 'Science Fiction', 'Thriller', 'Action']"
5181,20083,cn,新宿事件,10.454,2009-03-22,6.7,168,"['Drama', 'Action', 'Thriller', 'Crime']"
5182,602295,ko,유체이탈자,9.803,2021-10-17,2.0,1,"['Mystery', 'Action']"
5183,470044,en,The Hate U Give,16.217,2018-10-19,8.3,1622,"['Crime', 'Drama']"
5184,134375,en,Home Alone: The Holiday Heist,20.205,2012-11-25,5.4,267,"['Comedy', 'Family', 'TV Movie']"
5185,438426,en,Maya Dardel,14.45,2017-03-12,6.6,8,['Drama']
5186,371051,nl,Knielen op een bed violen,11.348,2016-02-25,6.4,13,['Drama']
5187,14092,ja,攻殻機動隊 2.0,17.451,2008-07-12,7.5,281,"['Action', 'Animation', 'Science Fiction']"
5188,7345,en,There Will Be Blood,17.401,2007-12-28,8.1,4767,['Drama']
5189,504608,en,Rocketman,19.169,2019-05-22,7.4,3505,"['Music', 'Drama', 'History']"
5190,4995,en,Boogie Nights,14.999,1997-10-07,7.6,2283,['Drama']
5191,8009,en,Highlander,17.397,1986-03-07,6.9,1864,"['Adventure', 'Action', 'Fantasy']"
5192,315011,ja,シン・ゴジラ,13.704,2016-07-29,7.0,746,"['Action', 'Science Fiction', 'Horror']"
5193,63578,en,The Trip,14.898,2011-04-24,6.8,222,"['Comedy', 'Drama']"
5194,269955,ko,인간중독,15.029,2014-05-14,7.0,36,"['Drama', 'Romance', 'Adventure']"
5195,2026,en,Hostage,16.846,2005-03-10,6.3,1257,"['Action', 'Thriller', 'Crime']"
5196,10312,en,Patch Adams,14.394,1998-12-25,7.3,2568,"['Comedy', 'Drama']"
5197,2636,en,The Specialist,16.694,1994-10-07,5.8,921,"['Action', 'Thriller']"
5198,11299,ja,カウボーイビバップ 天国の扉,18.194,2001-09-01,7.7,530,"['Action', 'Animation', 'Science Fiction']"
5199,397,en,French Kiss,11.693,1995-05-05,6.4,543,"['Comedy', 'Romance']"
5200,150,en,48 Hrs.,13.193,1982-12-07,6.7,1042,"['Thriller', 'Action', 'Comedy', 'Crime', 'Drama']"
5201,60672,fr,Les Rivières pourpres 2 : Les Anges de l'apocalypse,16.443,2004-02-18,6.2,522,"['Action', 'Thriller', 'Crime']"
5202,10172,en,Are We Done Yet?,14.394,2007-04-04,5.7,438,"['Comedy', 'Family']"
5203,11678,en,Vertical Limit,12.891,2000-12-08,6.0,770,['Adventure']
5204,881,en,A Few Good Men,14.64,1992-12-11,7.5,2514,['Drama']
5205,186,en,Lucky Number Slevin,13.342,2006-02-24,7.5,3188,"['Drama', 'Thriller', 'Crime', 'Mystery']"
5206,290727,en,Monster High: Freaky Fusion,17.145,2014-10-06,7.6,75,['Animation']
5207,779661,es,El Tiempo,13.438,,0.0,0,[]
5208,10766,en,Damien: Omen II,13.838,1978-06-09,6.4,472,['Horror']
5209,5994,en,The Family Man,12.389,2000-12-12,6.7,1407,"['Comedy', 'Drama', 'Romance', 'Fantasy']"
5210,13613,en,Day of the Dead,17.939,2008-04-08,5.2,279,['Horror']
5211,3536,en,U-571,14.388,2000-04-20,6.4,868,"['War', 'Drama', 'Action', 'Thriller']"
5212,642,en,Butch Cassidy and the Sundance Kid,12.888,1969-09-23,7.6,1579,"['Western', 'Drama', 'Crime']"
5213,397722,en,Thoroughbreds,20.399,2018-03-09,6.4,812,"['Drama', 'Thriller']"
5214,22954,en,Invictus,14.189,2009-12-10,7.2,3274,"['Drama', 'History']"
5215,387,de,Das Boot,14.136,1981-09-16,8.1,1554,"['Drama', 'History', 'War']"
5216,716901,pt,Bastidores Das Filmagens De Um Pornô,16.936,1992-04-23,0.0,0,['Documentary']
5217,15674,en,Sabrina the Teenage Witch,13.537,1996-04-07,6.7,245,"['TV Movie', 'Fantasy', 'Family', 'Comedy']"
5218,711705,en,They Reach,15.277,2020-03-14,7.7,52,"['Adventure', 'Horror']"
5219,497727,ru,За гранью реальности,12.948,2018-03-01,5.6,120,"['Adventure', 'Fantasy', 'Action']"
5220,451925,en,Time Freak,14.451,2018-11-09,6.6,335,"['Science Fiction', 'Comedy', 'Romance']"
5221,103663,da,Jagten,15.189,2012-09-24,8.1,2749,['Drama']
5222,34067,ja,劇場版ポケットモンスター アドバンスジェネレーション ミュウと波導の勇者 ルカリオ,20.436,2005-07-16,6.8,208,"['Family', 'Adventure', 'Animation', 'Fantasy', 'Action', 'Science Fiction']"
5223,376134,en,The Discovery,18.193,2017-03-31,6.3,992,"['Drama', 'Romance', 'Science Fiction', 'Thriller', 'Mystery']"
5224,491926,en,Resistance,17.465,2020-03-27,7.0,253,"['War', 'History', 'Drama']"
5225,2046,en,The Gift,13.433,2000-03-16,6.4,838,"['Horror', 'Drama', 'Thriller', 'Mystery']"
5226,844,zh,2046,13.384,2004-09-29,7.2,584,"['Fantasy', 'Drama', 'Science Fiction', 'Romance']"
5227,536869,en,Cats,16.358,2019-12-19,4.3,664,"['Fantasy', 'Comedy', 'Drama']"
5228,10045,fr,Banlieue 13,17.683,2004-11-09,6.7,1385,"['Action', 'Thriller', 'Science Fiction']"
5229,63197,en,Megan Is Missing,15.434,2011-05-01,6.3,428,"['Drama', 'Horror', 'Thriller']"
5230,15357,fr,Banlieue 13 - Ultimatum,15.184,2009-02-18,6.3,863,"['Action', 'Thriller', 'Crime']"
5231,256731,en,Bad Country,14.187,2014-09-26,5.6,139,"['Drama', 'Action', 'Crime']"
5232,10543,en,Fear,11.132,1996-04-12,6.3,519,['Thriller']
5233,1607,en,A Bronx Tale,15.131,1993-09-14,7.7,1477,"['Drama', 'Crime']"
5234,505914,en,A.I. Rising,20.193,2018-02-25,4.9,180,"['Science Fiction', 'Drama', 'Romance']"
5235,82682,en,Gangster Squad,14.434,2013-01-10,6.3,3312,"['Crime', 'Drama', 'Action', 'Thriller']"
5236,10085,en,Unrest,10.431,2006-11-11,5.8,152,['Horror']
5237,9947,en,Elektra,16.881,2005-01-13,5.0,1819,"['Action', 'Fantasy', 'Science Fiction']"
5238,9044,en,Tristan & Isolde,11.181,2006-04-07,6.7,654,"['Drama', 'Romance', 'Adventure', 'Action']"
5239,26924,en,The Man with Nine Lives,14.039,1940-04-18,6.4,12,['Science Fiction']
5240,1654,en,The Dirty Dozen,13.878,1967-06-15,7.6,845,"['Action', 'Adventure', 'War']"
5241,3638,en,No Reservations,14.179,2007-06-15,6.5,932,"['Comedy', 'Romance', 'Drama']"
5242,803923,en,Every Breath You Take,15.849,2021-04-02,6.1,86,['Thriller']
5243,760747,no,I onde dager,22.644,2021-07-30,7.1,38,"['Action', 'Comedy', 'Thriller']"
5244,47292,ja,劇場版ポケットモンスター ダイヤモンド&パール ギラティナと氷空（そら）の花束 シェイミ,15.178,2008-07-19,6.7,170,"['Family', 'Adventure', 'Animation', 'Fantasy']"
5245,9909,en,Dangerous Minds,13.624,1995-08-11,6.9,812,['Drama']
5246,292431,en,Love,14.22,2015-07-06,6.4,1781,"['Drama', 'Romance']"
5247,5550,en,RoboCop 3,15.074,1993-04-17,4.7,867,"['Action', 'Adventure', 'Crime', 'Science Fiction', 'Thriller']"
5248,9598,en,Babe,16.623,1995-07-18,6.1,2249,"['Fantasy', 'Drama', 'Comedy', 'Family']"
5249,1272,en,Sunshine,15.275,2007-04-05,7.0,2795,"['Science Fiction', 'Thriller']"
5250,253611,tl,Ekis:  Walang Tatakas,14.924,1999-07-28,0.0,0,"['Action', 'Drama']"
5251,227679,ja,劇場版ポケットモンスター ベストウイッシュ 神速のゲノセクト ミュウツー覚醒,15.677,2013-07-13,6.5,108,"['Action', 'Adventure', 'Animation', 'Family']"
5252,59115,en,Quarantine 2: Terminal,13.926,2011-06-16,5.7,407,"['Horror', 'Mystery', 'Science Fiction']"
5253,11838,ja,呪怨,13.423,2002-10-18,6.8,527,['Horror']
5254,4415,en,Les Misérables,17.673,1998-05-01,7.2,446,"['Crime', 'Drama', 'History', 'Romance']"
5255,25237,ru,Иди и смотри,12.621,1985-09-03,8.3,777,"['Drama', 'War', 'History']"
5256,81836,en,To Rome with Love,16.375,2012-04-20,5.8,1666,"['Romance', 'Comedy', 'Drama']"
5257,642684,fr,Opération Portugal,10.878,2021-06-23,5.3,10,['Comedy']
5258,425148,en,Show Dogs,18.585,2018-05-18,5.8,160,"['Adventure', 'Crime', 'Family', 'Comedy']"
5259,77949,en,The Awakening,16.425,2011-08-17,6.4,1106,"['Horror', 'Thriller', 'Mystery']"
5260,10539,en,James and the Giant Peach,12.121,1996-04-12,6.5,997,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Music']"
5261,875064,es,Operación Victoria,22.585,2021-10-20,0.0,0,['Documentary']
5262,681195,en,Shifter,15.439,2020-03-06,3.8,8,"['Horror', 'Science Fiction', 'Thriller']"
5263,250734,en,Far from the Madding Crowd,13.174,2015-04-23,7.1,816,"['Drama', 'Romance']"
5264,259018,en,Behaving Badly,14.522,2014-04-14,5.3,478,['Comedy']
5265,244761,en,The Captive,15.292,2014-08-09,5.9,879,"['Drama', 'Thriller', 'Crime']"
5266,9408,en,Surf's Up,15.669,2007-06-08,6.3,1849,"['Animation', 'Comedy', 'Family']"
5267,1642,en,The Net,11.116,1995-07-28,6.0,951,"['Crime', 'Drama', 'Mystery', 'Thriller', 'Action']"
5268,2280,en,Big,21.866,1988-06-03,7.1,2704,"['Fantasy', 'Drama', 'Comedy', 'Romance', 'Family']"
5269,299245,en,The Gallows,15.173,2015-07-10,4.9,779,"['Horror', 'Thriller']"
5270,9945,en,Vampires,15.317,1998-10-30,6.3,858,"['Action', 'Fantasy', 'Horror']"
5271,828397,en,Ben Gen 10,15.491,2021-04-10,5.5,26,[]
5272,644495,en,House of Gucci,15.708,2021-11-24,0.0,0,"['Crime', 'Drama', 'Thriller']"
5273,12121,en,Made in America,13.365,1993-01-06,5.4,250,['Comedy']
5274,52274,es,Los ojos de Julia,17.167,2010-10-29,6.7,597,"['Horror', 'Thriller']"
5275,569547,en,Black Mirror: Bandersnatch,14.181,2018-12-28,6.8,3140,"['Science Fiction', 'Mystery', 'Drama', 'Thriller', 'TV Movie']"
5276,54540,en,Beverly Hills Chihuahua 2,18.917,2011-02-01,5.8,293,"['Comedy', 'Family']"
5277,2330,fr,Taxi,15.064,1998-04-08,6.6,1784,"['Action', 'Comedy']"
5278,489925,en,Eighth Grade,13.625,2018-01-19,7.2,1096,"['Comedy', 'Drama']"
5279,484862,en,Scooby-Doo! & Batman: The Brave and the Bold,18.424,2018-01-31,7.4,135,"['Animation', 'Comedy', 'Action', 'Family']"
5280,11158,en,"Honey, I Blew Up the Kid",11.412,1992-07-16,5.2,866,"['Adventure', 'Comedy', 'Family', 'Science Fiction']"
5281,380764,id,Valentine,14.234,2017-11-23,6.1,52,"['Science Fiction', 'Crime', 'Thriller', 'Action']"
5282,287233,en,Tom and Jerry: The Lost Dragon,15.337,2014-07-27,5.9,39,"['Family', 'Animation', 'Comedy']"
5283,638983,es,Los trapos sucios se lavan en casa,14.013,2020-04-10,7.7,44,"['Drama', 'Comedy']"
5284,462104,en,Counterpunch,15.691,2017-06-16,6.6,34,['Documentary']
5285,463116,en,The Stolen Princess,16.944,2018-03-07,6.6,84,"['Comedy', 'Animation', 'Adventure', 'Family']"
5286,4964,en,Knocked Up,16.463,2007-06-01,6.2,3131,"['Comedy', 'Romance', 'Drama']"
5287,19959,en,Surrogates,13.663,2009-09-24,6.1,2488,"['Science Fiction', 'Action', 'Thriller']"
5288,629017,en,Run Hide Fight,17.455,2020-09-10,6.8,160,"['Action', 'Crime', 'Drama', 'Thriller']"
5289,1398,ru,Сталкер,13.91,1979-05-25,8.3,1389,"['Science Fiction', 'Drama']"
5290,13483,en,Awake,10.662,2007-11-28,6.4,1024,"['Thriller', 'Crime', 'Mystery']"
5291,1696,en,The Devil's Rejects,14.011,2005-07-22,6.8,1033,"['Drama', 'Horror', 'Crime']"
5292,437,en,Cube 2: Hypercube,11.61,2002-04-15,5.5,1045,"['Thriller', 'Science Fiction', 'Mystery']"
5293,219553,es,Amor a primera visa,16.321,2013-10-05,7.2,72,"['Comedy', 'Romance']"
5294,218275,en,The Letters,15.822,2015-12-04,5.8,22,['Drama']
5295,9350,en,Cliffhanger,13.155,1993-05-28,6.4,1700,"['Action', 'Adventure', 'Thriller']"
5296,9767,en,The Break-Up,15.157,2006-06-01,5.8,2150,"['Romance', 'Comedy']"
5297,2291,en,Jacob's Ladder,12.855,1990-11-02,7.4,1097,"['Drama', 'Mystery', 'Horror']"
5298,454294,en,The Kid Who Would Be King,15.872,2019-01-16,6.1,534,"['Action', 'Adventure', 'Fantasy', 'Family']"
5299,33875,ja,劇場版ポケットモンスター 水の都の護神 ラティアスとラティオス,15.405,2002-07-13,6.5,247,"['Animation', 'Adventure', 'Action', 'Fantasy']"
5300,423878,en,Crossfire,12.202,2016-01-31,5.0,18,"['Drama', 'Thriller', 'TV Movie']"
5301,18269,en,Lady and the Tramp II: Scamp's Adventure,16.154,2001-02-18,6.4,999,"['Family', 'Animation', 'Romance', 'Adventure']"
5302,499726,fr,MILF,15.666,2018-05-02,6.0,384,['Comedy']
5303,239,en,Some Like It Hot,13.854,1959-03-19,8.2,2538,"['Comedy', 'Music', 'Romance', 'Crime']"
5304,310593,it,Youth,12.16,2015-05-20,6.9,1596,"['Comedy', 'Drama']"
5305,623962,en,The Grand Duke Of Corsica,11.144,2021-10-15,0.0,0,"['Comedy', 'Drama', 'Adventure']"
5306,1903,en,Vanilla Sky,15.603,2001-01-22,6.8,3055,"['Romance', 'Science Fiction', 'Fantasy', 'Thriller']"
5307,4547,en,Panic Room,13.803,2002-03-29,6.7,3783,"['Crime', 'Drama', 'Thriller']"
5308,11134,cn,警察故事 III：超級警察,14.851,1992-07-04,6.8,302,"['Action', 'Crime', 'Thriller']"
5309,230652,en,Pirates of the Caribbean: Tales of the Code – Wedlocked,10.754,2011-10-18,7.0,45,"['Adventure', 'Action', 'Fantasy']"
5310,40205,en,16 Wishes,18.103,2010-10-02,6.2,1040,"['Fantasy', 'Drama', 'Family']"
5311,6519,en,The Dukes of Hazzard,14.902,2005-08-05,5.5,861,"['Comedy', 'Adventure', 'Action']"
5312,453201,en,The 15:17 to Paris,17.162,2018-02-02,5.4,1315,"['Thriller', 'History', 'Drama']"
5313,152584,fr,La Vie d'Adèle - Chapitres 1 et 2,14.803,2013-10-09,7.1,3626,"['Romance', 'Drama']"
5314,876603,fr,"Spectre: Sanity, Madness and The Family",22.399,2021-10-20,0.0,0,['Documentary']
5315,12628,en,Playing God,17.781,1997-10-17,5.6,66,"['Drama', 'Action', 'Thriller', 'Crime']"
5316,9398,en,Zoolander,15.051,2001-09-28,6.2,3321,['Comedy']
5317,87093,en,Big Eyes,13.655,2014-12-24,7.0,2944,['Drama']
5318,696822,en,Bloody Hell,17.424,2020-09-09,6.4,66,"['Horror', 'Comedy']"
5319,79707,ja,星を追う子ども - Children who Chase Lost Voices from Deep Below,16.902,2011-05-07,7.2,484,"['Animation', 'Adventure', 'Drama', 'Fantasy']"
5320,22972,en,Green Zone,15.602,2010-03-11,6.5,1712,"['War', 'Action', 'Adventure', 'Drama', 'Thriller']"
5321,11153,en,National Lampoon's Vacation,14.299,1983-07-28,7.1,1088,"['Comedy', 'Adventure']"
5322,457136,en,Mary Queen of Scots,13.914,2018-12-07,6.6,1392,"['Drama', 'History']"
5323,549294,en,Synchronic,15.698,2020-10-23,6.3,368,"['Science Fiction', 'Drama', 'Thriller', 'Horror']"
5324,368304,en,LEGO Marvel Super Heroes: Avengers Reassembled!,13.994,2015-11-16,6.3,78,"['Family', 'Animation']"
5325,390512,en,The Phenom,12.875,2016-06-24,5.5,49,['Drama']
5326,88557,ja,劇場版ポケットモンスター ベストウイッシュ ビクティニと黒き英雄 ゼクロム,14.151,2011-07-16,6.6,119,"['Animation', 'Family', 'Adventure', 'Drama', 'Fantasy']"
5327,37765,it,Asso,13.147,1981-04-16,6.1,157,['Comedy']
5328,3036,en,Mary Shelley's Frankenstein,10.896,1994-11-04,6.4,910,"['Drama', 'Horror', 'Science Fiction', 'Romance']"
5329,638,en,Lost Highway,12.797,1997-01-15,7.6,1809,"['Drama', 'Thriller', 'Mystery']"
5330,417047,en,Barbie & Her Sisters in a Puppy Chase,14.595,2016-10-04,6.8,98,"['Family', 'Animation']"
5331,76170,en,The Wolverine,14.01,2013-07-23,6.4,7852,"['Action', 'Science Fiction', 'Adventure', 'Fantasy']"
5332,456048,en,The Humanity Bureau,14.656,2017-07-11,4.8,260,"['Action', 'Science Fiction', 'Adventure']"
5333,318917,de,Er ist wieder da,17.902,2015-10-08,6.8,1424,['Comedy']
5334,487680,en,The Kitchen,16.617,2019-08-08,6.2,503,"['Action', 'Crime', 'Drama']"
5335,245703,en,Midnight Special,9.902,2016-02-12,6.2,1533,"['Adventure', 'Drama', 'Science Fiction']"
5336,384682,en,Office Christmas Party,16.903,2016-11-25,5.6,1632,['Comedy']
5337,169881,en,The Physician,11.898,2013-12-25,7.3,841,"['Adventure', 'Drama', 'History']"
5338,83705,es,El páramo,11.587,2011-10-07,5.8,48,"['Horror', 'Thriller']"
5339,101907,en,Hulk vs. Thor,15.896,2009-01-27,6.7,164,"['Action', 'Animation', 'Fantasy', 'Science Fiction']"
5340,539651,en,Don't Let Go,13.666,2019-08-30,6.9,214,"['Science Fiction', 'Thriller', 'Mystery', 'Crime']"
5341,10718,en,Torque,19.643,2004-01-16,5.1,389,['Action']
5342,531306,en,Rim of the World,22.32,2019-05-24,6.1,741,"['Science Fiction', 'Adventure', 'Action', 'Comedy']"
5343,12707,en,Orca,16.141,1977-07-22,6.2,274,"['Adventure', 'Horror']"
5344,430447,ja,メアリと魔女の花,19.802,2017-07-08,7.1,581,"['Fantasy', 'Adventure', 'Animation']"
5345,2252,en,Eastern Promises,15.093,2007-09-14,7.4,2400,"['Thriller', 'Crime', 'Mystery']"
5346,717634,en,Girl,14.687,2020-09-17,6.6,107,['Thriller']
5347,97430,en,The Man with the Iron Fists,13.395,2012-11-02,5.5,880,['Action']
5348,11976,en,Legend,11.34,1985-08-28,6.3,856,"['Adventure', 'Fantasy']"
5349,10951,cn,玻璃樽,20.341,1999-02-12,6.2,249,"['Adventure', 'Action', 'Comedy', 'Romance']"
5350,13382,en,Rudolph the Red-Nosed Reindeer,15.34,1964-12-06,7.3,384,"['Animation', 'Family', 'TV Movie']"
5351,126172,en,Leprechaun: Origins,18.645,2014-08-22,4.6,166,['Horror']
